emotion,PartNumber,clusters,words,count
Gerespecteerd_Respected,199,16,luisteren,1
Inspiratie_Inspiration,79,14,luisteren,1
Inspiratie_Inspiration,112,14,luisteren,1
Inspiratie_Inspiration,143,4,luisteren,1
Inspiratie_Inspiration,154,11,luisteren,2
Interesse_Interested,27,4,luisteren,1
Interesse_Interested,30,14,luisteren,3
Interesse_Interested,41,4,luisteren,1
Interesse_Interested,66,4,luisteren,1
Interesse_Interested,p69_0077,11,luisteren,1
Interesse_Interested,90,4,luisteren,1
Interesse_Interested,109,4,luisteren,1
Interesse_Interested,160,10,luisteren,2
Interesse_Interested,190,4,luisteren,2
Ontroering_Moved,24,14,luisteren,2
Ontroering_Moved,54,10,luisteren,1
Ontroering_Moved,68,10,luisteren,1
Ontroering_Moved,79,14,luisteren,2
Ontroering_Moved,109,14,luisteren,1
Ontroering_Moved,112,10,luisteren,1
Ontroering_Moved,124,14,luisteren,2
Ontroering_Moved,198,10,luisteren,1
Opluchting_Relief,123,11,luisteren,1
Opwinding_Excitement,47,7,luisteren,1
Opwinding_Excitement,49,7,luisteren,1
Opwinding_Excitement,72,11,luisteren,1
Opwinding_Excitement,90,7,luisteren,3
Verrassing_PositiveSurprise,89,16,luisteren,3
Schadenfreude,49,11,luisteren,1
Schadenfreude,113,11,luisteren,1
Schadenfreude,141,11,luisteren,1
Tederheid_Tenderness,19,15,luisteren,1
Tederheid_Tenderness,23,11,luisteren,1
Tederheid_Tenderness,128,15,luisteren,1
Tederheid_Tenderness,145,11,luisteren,1
Tederheid_Tenderness,189,11,luisteren,1
Triomf_Triumph,50,6,luisteren,1
Triomf_Triumph,88,11,luisteren,1
Triomf_Triumph,123,13,luisteren,1
Trots_Pride,39,11,luisteren,1
Trots_Pride,72,11,luisteren,1
Vastberadenheid_Determination,7,6,luisteren,1
Vastberadenheid_Determination,181,5,luisteren,1
Verlichting_Elevation,40,14,luisteren,1
Verlichting_Elevation,88,11,luisteren,1
Verwondering_Awe,p69_0077,11,luisteren,3
Verwondering_Awe,119,14,luisteren,1
Verwondering_Awe,154,14,luisteren,1
Zintuiglijk_SensoryPleasure,27,5,luisteren,2
Zintuiglijk_SensoryPleasure,35,11,luisteren,1
Zintuiglijk_SensoryPleasure,41,5,luisteren,2
Zintuiglijk_SensoryPleasure,43,11,luisteren,1
Zintuiglijk_SensoryPleasure,44,5,luisteren,1
Zintuiglijk_SensoryPleasure,51,5,luisteren,2
Zintuiglijk_SensoryPleasure,52,14,luisteren,2
Zintuiglijk_SensoryPleasure,67,5,luisteren,1
Zintuiglijk_SensoryPleasure,79,5,luisteren,1
Zintuiglijk_SensoryPleasure,128,5,luisteren,1
Zintuiglijk_SensoryPleasure,133,5,luisteren,2
Zintuiglijk_SensoryPleasure,138,11,luisteren,3
Zintuiglijk_SensoryPleasure,154,14,luisteren,5
Zintuiglijk_SensoryPleasure,159,16,luisteren,7
Zintuiglijk_SensoryPleasure,165,14,luisteren,1
Zintuiglijk_SensoryPleasure,166,14,luisteren,2
Zintuiglijk_SensoryPleasure,176,14,luisteren,1
Zintuiglijk_SensoryPleasure,184,5,luisteren,2
Tederheid_Tenderness,145,11,luisterenverhal,1
Trots_Pride,33,13,luistertoets,1
Amae,19,12,lukken,1
Amae,98,12,lukken,1
Amae,174,6,lukken,1
Amusement,27,7,lukken,1
Amusement,37,2,lukken,1
Amusement,58,2,lukken,1
Amusement,123,2,lukken,3
Bewondering_Adniration,19,11,lukken,1
Bewondering_Adniration,20,3,lukken,1
Bewondering_Adniration,28,11,lukken,1
Bewondering_Adniration,58,1,lukken,1
Bewondering_Adniration,67,14,lukken,1
Bewondering_Adniration,147,3,lukken,1
Bewondering_Adniration,159,3,lukken,1
Bewondering_Adniration,172,3,lukken,1
Bewondering_Adniration,177,3,lukken,1
Dankbaarheid_Gratitude,13,12,lukken,1
Dankbaarheid_Gratitude,145,12,lukken,1
Dankbaarheid_Gratitude,175,12,lukken,2
Dankbaarheid_Gratitude,177,11,lukken,1
Euforie_Elation,17,11,lukken,1
Euforie_Elation,20,11,lukken,4
Euforie_Elation,29,11,lukken,1
Euforie_Elation,33,6,lukken,1
Euforie_Elation,39,11,lukken,1
Euforie_Elation,47,6,lukken,2
Euforie_Elation,55,11,lukken,2
Euforie_Elation,68,11,lukken,1
Euforie_Elation,77,1,lukken,1
Euforie_Elation,107,11,lukken,1
Euforie_Elation,118,1,lukken,1
Euforie_Elation,133,6,lukken,1
Euforie_Elation,153,12,lukken,3
Euforie_Elation,164,6,lukken,1
Euforie_Elation,166,11,lukken,1
Euforie_Elation,172,11,lukken,1
Euforie_Elation,183,6,lukken,3
Euforie_Elation,193,11,lukken,1
Gerespecteerd_Respected,53,16,lukken,1
Gerespecteerd_Respected,104,16,lukken,1
Hoop_Hope,2,9,lukken,2
Hoop_Hope,7,9,lukken,3
Hoop_Hope,11,6,lukken,1
Hoop_Hope,18,6,lukken,1
Hoop_Hope,22,7,lukken,1
Hoop_Hope,27,9,lukken,2
Hoop_Hope,30,9,lukken,1
Hoop_Hope,34,9,lukken,2
Hoop_Hope,41,9,lukken,1
Hoop_Hope,47,9,lukken,3
Hoop_Hope,55,9,lukken,1
Hoop_Hope,56,9,lukken,1
Hoop_Hope,57,9,lukken,1
Hoop_Hope,65,9,lukken,1
Hoop_Hope,67,9,lukken,2
Hoop_Hope,p69_0077,12,lukken,1
Hoop_Hope,70,9,lukken,1
Hoop_Hope,71,9,lukken,1
Hoop_Hope,76,9,lukken,2
Hoop_Hope,79,11,lukken,1
Hoop_Hope,85,9,lukken,4
Hoop_Hope,98,9,lukken,1
Hoop_Hope,101,9,lukken,2
Hoop_Hope,104,9,lukken,2
Hoop_Hope,107,9,lukken,1
Hoop_Hope,108,9,lukken,1
Hoop_Hope,109,9,lukken,1
Hoop_Hope,110,9,lukken,1
Hoop_Hope,115,9,lukken,5
Hoop_Hope,116,9,lukken,1
Hoop_Hope,122,9,lukken,1
Hoop_Hope,125,9,lukken,2
Hoop_Hope,132,9,lukken,1
Hoop_Hope,139,6,lukken,1
Hoop_Hope,145,11,lukken,2
Hoop_Hope,168,9,lukken,1
Hoop_Hope,174,6,lukken,1
Hoop_Hope,175,9,lukken,1
Hoop_Hope,180,9,lukken,1
Hoop_Hope,181,9,lukken,1
Hoop_Hope,183,9,lukken,5
Hoop_Hope,187,6,lukken,1
Hoop_Hope,190,9,lukken,1
Hoop_Hope,196,11,lukken,2
Inspiratie_Inspiration,26,11,lukken,1
Inspiratie_Inspiration,50,11,lukken,1
Inspiratie_Inspiration,80,11,lukken,2
Inspiratie_Inspiration,138,11,lukken,1
Inspiratie_Inspiration,193,11,lukken,1
Interesse_Interested,27,4,lukken,1
Interesse_Interested,85,11,lukken,1
Interesse_Interested,126,4,lukken,1
Lust,11,11,lukken,1
Lust,91,8,lukken,1
Lust,145,8,lukken,2
Ontroering_Moved,43,10,lukken,3
Ontroering_Moved,115,6,lukken,1
Opluchting_Relief,49,11,lukken,1
Opluchting_Relief,p69_0077,12,lukken,1
Opluchting_Relief,91,11,lukken,1
Opluchting_Relief,121,6,lukken,1
Opluchting_Relief,153,7,lukken,2
Opluchting_Relief,182,6,lukken,1
Opwinding_Excitement,19,7,lukken,1
Opwinding_Excitement,68,7,lukken,1
Opwinding_Excitement,104,7,lukken,1
Opwinding_Excitement,107,7,lukken,1
Opwinding_Excitement,118,7,lukken,1
Opwinding_Excitement,153,12,lukken,1
Opwinding_Excitement,158,7,lukken,1
Opwinding_Excitement,171,7,lukken,1
Verrassing_PositiveSurprise,19,11,lukken,4
Verrassing_PositiveSurprise,40,0,lukken,1
Verrassing_PositiveSurprise,49,0,lukken,4
Verrassing_PositiveSurprise,54,9,lukken,1
Verrassing_PositiveSurprise,55,0,lukken,2
Verrassing_PositiveSurprise,56,6,lukken,1
Verrassing_PositiveSurprise,68,0,lukken,2
Verrassing_PositiveSurprise,76,0,lukken,1
Verrassing_PositiveSurprise,88,6,lukken,1
Verrassing_PositiveSurprise,109,11,lukken,3
Verrassing_PositiveSurprise,114,0,lukken,2
Verrassing_PositiveSurprise,115,0,lukken,2
Verrassing_PositiveSurprise,119,11,lukken,1
Verrassing_PositiveSurprise,126,0,lukken,1
Verrassing_PositiveSurprise,143,0,lukken,1
Verrassing_PositiveSurprise,156,0,lukken,1
Verrassing_PositiveSurprise,182,11,lukken,1
Schadenfreude,22,11,lukken,1
Schadenfreude,27,6,lukken,2
Schadenfreude,47,6,lukken,1
Schadenfreude,53,6,lukken,1
Schadenfreude,67,12,lukken,1
Schadenfreude,p69_0077,11,lukken,1
Schadenfreude,p69_0094,11,lukken,1
Schadenfreude,137,11,lukken,1
Tederheid_Tenderness,54,15,lukken,1
Tederheid_Tenderness,166,11,lukken,1
Tederheid_Tenderness,167,11,lukken,1
Tederheid_Tenderness,184,15,lukken,1
Triomf_Triumph,8,11,lukken,1
Triomf_Triumph,14,11,lukken,1
Triomf_Triumph,17,1,lukken,1
Triomf_Triumph,18,11,lukken,2
Triomf_Triumph,30,6,lukken,1
Triomf_Triumph,38,1,lukken,1
Triomf_Triumph,40,6,lukken,1
Triomf_Triumph,41,1,lukken,1
Triomf_Triumph,43,11,lukken,1
Triomf_Triumph,44,11,lukken,1
Triomf_Triumph,47,13,lukken,1
Triomf_Triumph,52,6,lukken,1
Triomf_Triumph,55,11,lukken,1
Triomf_Triumph,57,6,lukken,1
Triomf_Triumph,61,11,lukken,2
Triomf_Triumph,63,11,lukken,2
Triomf_Triumph,67,11,lukken,2
Triomf_Triumph,p69_0077,11,lukken,2
Triomf_Triumph,72,11,lukken,1
Triomf_Triumph,74,1,lukken,1
Triomf_Triumph,77,1,lukken,1
Triomf_Triumph,83,11,lukken,2
Triomf_Triumph,86,6,lukken,1
Triomf_Triumph,91,11,lukken,1
Triomf_Triumph,101,6,lukken,1
Triomf_Triumph,104,6,lukken,1
Triomf_Triumph,109,11,lukken,1
Triomf_Triumph,113,1,lukken,1
Triomf_Triumph,114,11,lukken,3
Triomf_Triumph,116,6,lukken,1
Triomf_Triumph,122,11,lukken,4
Triomf_Triumph,125,11,lukken,1
Triomf_Triumph,129,11,lukken,1
Triomf_Triumph,138,6,lukken,1
Triomf_Triumph,146,11,lukken,1
Triomf_Triumph,153,11,lukken,1
Triomf_Triumph,155,1,lukken,1
Triomf_Triumph,157,6,lukken,1
Triomf_Triumph,167,11,lukken,1
Triomf_Triumph,169,1,lukken,1
Triomf_Triumph,181,11,lukken,2
Triomf_Triumph,183,1,lukken,2
Triomf_Triumph,187,11,lukken,2
Triomf_Triumph,191,1,lukken,2
Triomf_Triumph,192,1,lukken,1
Triomf_Triumph,194,6,lukken,1
Triomf_Triumph,196,11,lukken,2
Triomf_Triumph,198,1,lukken,1
Trots_Pride,8,13,lukken,1
Trots_Pride,11,6,lukken,1
Trots_Pride,19,11,lukken,1
Trots_Pride,39,11,lukken,1
Trots_Pride,43,13,lukken,2
Trots_Pride,45,11,lukken,1
Trots_Pride,49,13,lukken,2
Trots_Pride,53,13,lukken,1
Trots_Pride,55,13,lukken,2
Trots_Pride,58,13,lukken,3
Trots_Pride,65,13,lukken,1
Trots_Pride,71,13,lukken,3
Trots_Pride,73,13,lukken,1
Trots_Pride,77,13,lukken,1
Trots_Pride,81,6,lukken,1
Trots_Pride,91,13,lukken,2
Trots_Pride,102,13,lukken,5
Trots_Pride,104,11,lukken,2
Trots_Pride,110,13,lukken,1
Trots_Pride,114,13,lukken,2
Trots_Pride,131,13,lukken,1
Trots_Pride,132,13,lukken,1
Trots_Pride,133,13,lukken,1
Trots_Pride,147,13,lukken,1
Trots_Pride,155,13,lukken,1
Trots_Pride,157,13,lukken,1
Trots_Pride,164,13,lukken,2
Trots_Pride,172,13,lukken,4
Trots_Pride,182,11,lukken,1
Trots_Pride,187,13,lukken,2
Trots_Pride,195,11,lukken,1
Vastberadenheid_Determination,1,11,lukken,2
Vastberadenheid_Determination,2,11,lukken,1
Vastberadenheid_Determination,6,11,lukken,1
Vastberadenheid_Determination,7,6,lukken,1
Vastberadenheid_Determination,14,11,lukken,2
Vastberadenheid_Determination,19,11,lukken,2
Vastberadenheid_Determination,24,11,lukken,1
Vastberadenheid_Determination,30,6,lukken,2
Vastberadenheid_Determination,39,11,lukken,1
Vastberadenheid_Determination,40,11,lukken,1
Vastberadenheid_Determination,44,11,lukken,1
Vastberadenheid_Determination,45,11,lukken,1
Vastberadenheid_Determination,47,6,lukken,1
Vastberadenheid_Determination,49,11,lukken,1
Vastberadenheid_Determination,54,6,lukken,1
Vastberadenheid_Determination,57,11,lukken,6
Vastberadenheid_Determination,62,11,lukken,1
Vastberadenheid_Determination,64,6,lukken,1
Vastberadenheid_Determination,65,11,lukken,1
Vastberadenheid_Determination,72,6,lukken,1
Vastberadenheid_Determination,74,11,lukken,1
Vastberadenheid_Determination,76,6,lukken,1
Vastberadenheid_Determination,79,14,lukken,2
Vastberadenheid_Determination,82,11,lukken,1
Vastberadenheid_Determination,88,6,lukken,4
Vastberadenheid_Determination,91,13,lukken,1
Vastberadenheid_Determination,97,6,lukken,1
Vastberadenheid_Determination,102,11,lukken,1
Vastberadenheid_Determination,104,6,lukken,1
Vastberadenheid_Determination,105,11,lukken,1
Vastberadenheid_Determination,108,11,lukken,1
Vastberadenheid_Determination,114,11,lukken,1
Vastberadenheid_Determination,121,11,lukken,4
Vastberadenheid_Determination,129,11,lukken,1
Vastberadenheid_Determination,133,6,lukken,1
Vastberadenheid_Determination,137,11,lukken,2
Vastberadenheid_Determination,143,11,lukken,1
Vastberadenheid_Determination,146,6,lukken,1
Vastberadenheid_Determination,155,6,lukken,1
Vastberadenheid_Determination,170,6,lukken,1
Vastberadenheid_Determination,171,6,lukken,2
Vastberadenheid_Determination,172,11,lukken,1
Vastberadenheid_Determination,176,11,lukken,1
Vastberadenheid_Determination,177,11,lukken,2
Vastberadenheid_Determination,181,5,lukken,1
Vastberadenheid_Determination,183,6,lukken,1
Vastberadenheid_Determination,189,11,lukken,1
Vastberadenheid_Determination,191,11,lukken,1
Vastberadenheid_Determination,192,6,lukken,1
Verlichting_Elevation,20,14,lukken,2
Verlichting_Elevation,154,14,lukken,1
Verlichting_Elevation,170,11,lukken,1
Verwondering_Awe,55,14,lukken,1
Verwondering_Awe,118,14,lukken,1
Zintuiglijk_SensoryPleasure,45,5,lukken,1
Zintuiglijk_SensoryPleasure,47,5,lukken,1
Zintuiglijk_SensoryPleasure,122,5,lukken,1
Bewondering_Adniration,101,3,lul,1
Opwinding_Excitement,88,12,lul,1
Opluchting_Relief,85,11,lullen,1
Verrassing_PositiveSurprise,19,11,lullen,2
Schadenfreude,65,11,lullen,1
Euforie_Elation,65,5,lullig,1
Opluchting_Relief,43,11,lullig,1
Verrassing_PositiveSurprise,7,7,lullig,1
Verrassing_PositiveSurprise,96,2,lullig,1
Verrassing_PositiveSurprise,101,6,lullig,1
Schadenfreude,40,2,lullig,1
Schadenfreude,45,11,lullig,3
Schadenfreude,p69_0094,11,lullig,1
Schadenfreude,81,6,lullig,1
Schadenfreude,102,11,lullig,1
Schadenfreude,108,11,lullig,1
Schadenfreude,157,11,lullig,1
Schadenfreude,186,11,lullig,1
Tederheid_Tenderness,41,15,lullig,1
Triomf_Triumph,88,11,lullig,1
Tederheid_Tenderness,189,11,lulverhaal,1
Amusement,164,2,lunch,1
Dankbaarheid_Gratitude,79,11,lunch,1
Interesse_Interested,78,4,lunch,2
Verrassing_PositiveSurprise,p69_0094,14,lunch,1
Verwondering_Awe,164,14,lunch,1
Zintuiglijk_SensoryPleasure,18,5,lunch,1
Zintuiglijk_SensoryPleasure,64,5,lunch,1
Zintuiglijk_SensoryPleasure,167,5,lunch,1
Bewondering_Adniration,p69_0094,4,lunchen,1
Dankbaarheid_Gratitude,54,14,lunchen,1
Dankbaarheid_Gratitude,79,11,lunchen,1
Dankbaarheid_Gratitude,164,12,lunchen,1
Dankbaarheid_Gratitude,166,11,lunchen,1
Euforie_Elation,68,11,lunchen,1
Verrassing_PositiveSurprise,91,0,lunchen,1
Tederheid_Tenderness,103,15,lunchen,1
Verlichting_Elevation,103,11,lunchen,1
Verwondering_Awe,164,14,lunchen,1
Zintuiglijk_SensoryPleasure,19,5,lunchen,1
Zintuiglijk_SensoryPleasure,167,5,lunchen,1
Verlichting_Elevation,128,14,lunchpauze,1
Lust,153,7,lusen,1
Inspiratie_Inspiration,96,11,lush,1
Vastberadenheid_Determination,98,11,lush,2
Hoop_Hope,92,9,lust,1
Interesse_Interested,57,4,lust,1
Lust,2,8,lust,1
Lust,3,8,lust,1
Lust,7,8,lust,1
Lust,8,8,lust,1
Lust,9,8,lust,1
Lust,13,8,lust,1
Lust,14,8,lust,3
Lust,18,8,lust,1
Lust,20,8,lust,1
Lust,23,8,lust,1
Lust,24,8,lust,1
Lust,27,8,lust,1
Lust,28,8,lust,1
Lust,29,8,lust,1
Lust,31,8,lust,1
Lust,36,8,lust,1
Lust,37,8,lust,1
Lust,38,8,lust,1
Lust,43,11,lust,1
Lust,44,8,lust,1
Lust,45,8,lust,1
Lust,49,11,lust,1
Lust,50,8,lust,1
Lust,51,8,lust,1
Lust,52,8,lust,1
Lust,53,8,lust,1
Lust,55,8,lust,2
Lust,56,8,lust,1
Lust,57,8,lust,1
Lust,59,8,lust,1
Lust,60,8,lust,2
Lust,61,8,lust,1
Lust,62,8,lust,1
Lust,63,8,lust,2
Lust,64,8,lust,1
Lust,65,8,lust,1
Lust,66,8,lust,2
Lust,p69_0094,8,lust,1
Lust,70,8,lust,1
Lust,71,8,lust,1
Lust,73,8,lust,1
Lust,74,8,lust,1
Lust,76,8,lust,1
Lust,77,8,lust,2
Lust,78,8,lust,1
Lust,83,7,lust,1
Lust,87,8,lust,1
Lust,89,8,lust,1
Lust,91,8,lust,1
Lust,96,11,lust,1
Lust,97,8,lust,2
Lust,99,8,lust,1
Lust,105,8,lust,1
Lust,107,8,lust,2
Lust,110,8,lust,1
Lust,112,11,lust,1
Lust,113,8,lust,2
Lust,116,8,lust,3
Lust,118,11,lust,1
Lust,119,8,lust,1
Lust,122,8,lust,1
Lust,123,8,lust,2
Lust,125,8,lust,2
Lust,131,8,lust,1
Lust,133,8,lust,1
Lust,137,11,lust,2
Lust,140,8,lust,3
Lust,141,8,lust,1
Lust,143,8,lust,1
Lust,145,8,lust,2
Lust,154,8,lust,2
Lust,159,8,lust,1
Lust,164,8,lust,1
Lust,168,7,lust,1
Lust,169,8,lust,1
Lust,171,5,lust,1
Lust,174,8,lust,1
Lust,176,8,lust,1
Lust,180,8,lust,1
Lust,183,8,lust,2
Lust,184,8,lust,2
Lust,186,10,lust,2
Lust,190,8,lust,1
Lust,191,11,lust,1
Lust,195,8,lust,1
Lust,198,8,lust,1
Ontroering_Moved,92,11,lust,1
Zintuiglijk_SensoryPleasure,139,5,lust,1
Lust,7,8,lusten,1
Lust,17,8,lusten,1
Lust,23,8,lusten,1
Lust,36,8,lusten,1
Lust,59,8,lusten,1
Lust,71,8,lusten,1
Lust,115,14,lusten,1
Lust,130,8,lusten,1
Lust,30,11,lustgevoel,1
Lust,109,12,lustgevoel,1
Lust,133,8,lustgevoel,1
Trots_Pride,104,11,lustrum,2
Verlichting_Elevation,79,11,lustrumcommissie,1
Inspiratie_Inspiration,110,11,lustrumjaar,1
Bewondering_Adniration,165,3,luther,1
Ontroering_Moved,108,10,luuk,1
Zintuiglijk_SensoryPleasure,174,14,lux,1
Verrassing_PositiveSurprise,63,0,luxe,2
Schadenfreude,63,11,luxe,1
Hoop_Hope,182,9,luxueus,1
Dankbaarheid_Gratitude,150,12,luzac,1
Hoop_Hope,150,9,luzac,1
Inspiratie_Inspiration,184,11,lymfklierkanker,1
Tederheid_Tenderness,28,15,lynn,1
Interesse_Interested,109,4,lyrics,1
Amae,159,12,ma,1
Ontroering_Moved,8,10,ma,1
Ontroering_Moved,159,10,ma,2
Verrassing_PositiveSurprise,159,0,ma,1
Verlichting_Elevation,159,11,ma,2
Amae,70,12,maag,1
Amusement,29,2,maag,1
Hoop_Hope,168,9,maag,1
Lust,27,8,maagdelijkheid,1
Zintuiglijk_SensoryPleasure,168,5,maaien,2
Verlichting_Elevation,108,11,maaike,1
Amusement,6,11,maal,1
Hoop_Hope,145,11,maal,1
Hoop_Hope,166,9,maal,1
Interesse_Interested,144,4,maal,1
Lust,66,8,maal,1
Ontroering_Moved,14,14,maal,1
Dankbaarheid_Gratitude,128,5,maaltijd,1
Euforie_Elation,58,11,maaltijd,1
Verlichting_Elevation,71,11,maaltijd,1
Zintuiglijk_SensoryPleasure,71,5,maaltijd,1
Zintuiglijk_SensoryPleasure,78,5,maaltijd,1
Zintuiglijk_SensoryPleasure,120,5,maaltijd,1
Zintuiglijk_SensoryPleasure,194,5,maaltijd,1
Verwondering_Awe,36,14,maan,1
Verwondering_Awe,122,14,maan,1
Verwondering_Awe,133,14,maan,1
Amae,7,12,maand,1
Amae,33,12,maand,1
Amae,45,12,maand,1
Amae,55,12,maand,1
Amae,88,12,maand,2
Amae,98,12,maand,2
Amae,105,12,maand,2
Amae,114,12,maand,2
Amae,120,12,maand,1
Amae,140,12,maand,1
Amae,158,12,maand,2
Amae,166,11,maand,1
Amae,174,6,maand,1
Amae,182,12,maand,1
Amae,194,12,maand,1
Amae,195,12,maand,1
Amusement,p69_0077,11,maand,1
Amusement,82,2,maand,1
Amusement,169,11,maand,1
Amusement,177,2,maand,1
Amusement,198,2,maand,1
Bewondering_Adniration,7,3,maand,1
Bewondering_Adniration,23,3,maand,2
Bewondering_Adniration,113,3,maand,1
Bewondering_Adniration,140,3,maand,1
Bewondering_Adniration,170,3,maand,1
Dankbaarheid_Gratitude,18,12,maand,1
Dankbaarheid_Gratitude,26,12,maand,1
Dankbaarheid_Gratitude,29,12,maand,1
Dankbaarheid_Gratitude,35,12,maand,1
Dankbaarheid_Gratitude,140,11,maand,1
Dankbaarheid_Gratitude,145,12,maand,1
Dankbaarheid_Gratitude,158,12,maand,1
Dankbaarheid_Gratitude,166,11,maand,1
Dankbaarheid_Gratitude,181,12,maand,1
Euforie_Elation,6,6,maand,1
Euforie_Elation,26,11,maand,1
Euforie_Elation,35,11,maand,1
Euforie_Elation,52,6,maand,2
Euforie_Elation,67,11,maand,1
Euforie_Elation,79,14,maand,1
Euforie_Elation,82,11,maand,1
Euforie_Elation,105,11,maand,2
Euforie_Elation,113,6,maand,1
Euforie_Elation,128,6,maand,1
Euforie_Elation,158,14,maand,1
Euforie_Elation,164,6,maand,1
Euforie_Elation,168,11,maand,1
Euforie_Elation,171,11,maand,1
Gerespecteerd_Respected,54,16,maand,2
Gerespecteerd_Respected,86,16,maand,1
Gerespecteerd_Respected,104,16,maand,2
Gerespecteerd_Respected,138,11,maand,1
Gerespecteerd_Respected,189,11,maand,2
Hoop_Hope,8,9,maand,1
Hoop_Hope,30,9,maand,2
Hoop_Hope,56,9,maand,1
Hoop_Hope,64,6,maand,1
Hoop_Hope,81,12,maand,1
Hoop_Hope,82,1,maand,1
Hoop_Hope,97,9,maand,2
Hoop_Hope,112,11,maand,3
Hoop_Hope,126,9,maand,1
Hoop_Hope,128,9,maand,1
Hoop_Hope,171,7,maand,1
Hoop_Hope,172,9,maand,1
Hoop_Hope,176,9,maand,1
Hoop_Hope,180,9,maand,1
Hoop_Hope,190,9,maand,1
Hoop_Hope,195,9,maand,4
Inspiratie_Inspiration,1,11,maand,1
Inspiratie_Inspiration,7,12,maand,1
Inspiratie_Inspiration,20,4,maand,2
Inspiratie_Inspiration,26,11,maand,2
Inspiratie_Inspiration,45,10,maand,1
Inspiratie_Inspiration,78,11,maand,1
Inspiratie_Inspiration,98,4,maand,1
Inspiratie_Inspiration,108,11,maand,1
Inspiratie_Inspiration,119,14,maand,1
Inspiratie_Inspiration,120,11,maand,1
Inspiratie_Inspiration,180,11,maand,1
Inspiratie_Inspiration,189,11,maand,1
Interesse_Interested,78,4,maand,1
Interesse_Interested,103,11,maand,1
Interesse_Interested,105,4,maand,2
Interesse_Interested,109,4,maand,1
Interesse_Interested,112,4,maand,1
Interesse_Interested,164,4,maand,1
Lust,18,8,maand,3
Lust,54,11,maand,1
Lust,58,8,maand,1
Lust,62,8,maand,1
Lust,91,8,maand,1
Lust,98,11,maand,5
Lust,105,8,maand,2
Lust,110,8,maand,2
Lust,122,8,maand,1
Lust,178,8,maand,2
Lust,181,11,maand,1
Lust,184,8,maand,1
Lust,195,8,maand,1
Ontroering_Moved,3,15,maand,1
Ontroering_Moved,7,12,maand,4
Ontroering_Moved,62,10,maand,1
Ontroering_Moved,76,10,maand,1
Ontroering_Moved,78,15,maand,1
Ontroering_Moved,82,10,maand,2
Ontroering_Moved,112,10,maand,1
Ontroering_Moved,133,10,maand,1
Ontroering_Moved,169,14,maand,1
Ontroering_Moved,186,10,maand,1
Opluchting_Relief,1,6,maand,1
Opluchting_Relief,9,11,maand,3
Opluchting_Relief,24,11,maand,1
Opluchting_Relief,30,11,maand,1
Opluchting_Relief,33,11,maand,1
Opluchting_Relief,35,11,maand,3
Opluchting_Relief,40,6,maand,2
Opluchting_Relief,54,11,maand,1
Opluchting_Relief,72,11,maand,1
Opluchting_Relief,78,11,maand,1
Opluchting_Relief,86,11,maand,1
Opluchting_Relief,90,6,maand,1
Opluchting_Relief,104,7,maand,4
Opluchting_Relief,114,11,maand,1
Opluchting_Relief,128,11,maand,1
Opluchting_Relief,143,11,maand,1
Opluchting_Relief,161,11,maand,4
Opluchting_Relief,167,11,maand,1
Opluchting_Relief,178,7,maand,3
Opluchting_Relief,184,12,maand,1
Opluchting_Relief,196,11,maand,2
Opwinding_Excitement,14,7,maand,2
Opwinding_Excitement,17,7,maand,3
Opwinding_Excitement,22,11,maand,3
Opwinding_Excitement,23,7,maand,2
Opwinding_Excitement,26,7,maand,1
Opwinding_Excitement,35,7,maand,1
Opwinding_Excitement,36,7,maand,1
Opwinding_Excitement,40,11,maand,2
Opwinding_Excitement,43,11,maand,1
Opwinding_Excitement,45,7,maand,1
Opwinding_Excitement,52,7,maand,1
Opwinding_Excitement,54,7,maand,3
Opwinding_Excitement,76,7,maand,2
Opwinding_Excitement,80,7,maand,2
Opwinding_Excitement,86,11,maand,1
Opwinding_Excitement,96,7,maand,3
Opwinding_Excitement,97,7,maand,2
Opwinding_Excitement,103,7,maand,2
Opwinding_Excitement,104,7,maand,1
Opwinding_Excitement,108,5,maand,1
Opwinding_Excitement,116,7,maand,1
Opwinding_Excitement,146,7,maand,1
Opwinding_Excitement,148,7,maand,1
Opwinding_Excitement,166,7,maand,1
Opwinding_Excitement,170,11,maand,1
Opwinding_Excitement,171,7,maand,1
Opwinding_Excitement,172,7,maand,1
Opwinding_Excitement,176,7,maand,1
Opwinding_Excitement,178,7,maand,1
Opwinding_Excitement,180,7,maand,2
Opwinding_Excitement,184,11,maand,2
Opwinding_Excitement,187,7,maand,1
Opwinding_Excitement,190,7,maand,1
Opwinding_Excitement,195,7,maand,2
Verrassing_PositiveSurprise,26,11,maand,4
Verrassing_PositiveSurprise,27,0,maand,2
Verrassing_PositiveSurprise,34,12,maand,1
Verrassing_PositiveSurprise,49,0,maand,4
Verrassing_PositiveSurprise,67,0,maand,2
Verrassing_PositiveSurprise,68,0,maand,2
Verrassing_PositiveSurprise,72,0,maand,1
Verrassing_PositiveSurprise,76,0,maand,1
Verrassing_PositiveSurprise,82,11,maand,1
Verrassing_PositiveSurprise,110,0,maand,1
Verrassing_PositiveSurprise,112,0,maand,1
Verrassing_PositiveSurprise,116,0,maand,1
Verrassing_PositiveSurprise,128,0,maand,2
Verrassing_PositiveSurprise,140,0,maand,2
Verrassing_PositiveSurprise,166,0,maand,1
Verrassing_PositiveSurprise,174,0,maand,3
